Homo_sapiens,Gorilla_gorilla,Pan_paniscus
NM_017873,XM_004048718,XM_003822361
NM_016307,XM_019033119,XM_024930012
XM_011519210,XM_004048722,XM_003822363
NM_014506,XM_019033505,XM_003822364
NM_000113,XM_004048724,XM_008975921
NM_016520,XM_004048723,XM_003822369
XM_011518162,XM_019033508,XM_008975926
XM_011518399,XM_019033452,XM_008975927
NM_001136557,XM_019033470,XM_008975930
NM_014286,XM_019033120,XM_008975934
NM_001291815,XM_019033122,XM_008975935
XM_011518705,XM_004048745,XM_003822373
NM_003934,XM_004048747,XM_003822374
NM_021619,XM_004048748,XM_003822464
NM_014285,XM_019033605,XM_003822375
NM_007313,XM_019033606,XM_003822377
NM_198180,XM_004048751,XM_008975940
NM_032843,XM_019033123,XM_008976046
XM_011518121,XM_004048752,XM_003822380
NM_001185095,XM_019033124,XM_008975941
NM_005085,XM_019033899,XM_008975942
NM_033387,XM_004048754,XM_008975946
NM_032728,XM_004048755,XM_003822387
NM_013318,XM_019033551,XM_008975949
NM_007171,XM_004048758,XM_008975957
XM_005272224,XM_004048763,XM_003822396
XM_017015411,,XM_008975967
XM_011518569,XM_019033767,XM_008975968
XM_017015329,XM_004048767,XM_003822400
XM_017015213,XM_004048770,XM_008975973
XM_011518405,XM_019033796,XM_008975976
XM_006717273,XM_004048771,XM_008975982
NM_207417,XM_004048772,XM_003822405
NM_020064,XM_004048774,XM_024930107
NM_022779,XM_004048775,XM_014346318
NM_012204,XM_019033886,XM_003822409
XM_005272169,XM_019033125,XM_003822412
XM_024447396,XM_019033066,XM_008975988
XM_017015097,XM_019033062,XM_008975995
XM_017015175,XM_004048790,XM_003822414
NM_001122823,XM_004048792,XM_008975997
NM_001807,XM_019033127,XM_008976049
NM_006266,XM_019033849,XM_008976002
NM_021996,XM_004048799,XM_014346312
XM_024447527,XM_004048802,XM_008976015
NM_020469,XM_019034214,XM_008976018
NM_006753,XM_004048805,XM_003822423
NM_133640,XM_019033140,XM_008976025
NM_000972,XM_004048807,XM_003822424
NM_017503,XM_004048812,XM_003822427
NM_033161,XM_004048806,XM_003822431
NM_153710,XM_019033141,XM_008976029
NM_020385,XM_019033144,XM_003822429
NM_139025,XM_019033149,XM_003822421
NM_001242369,XM_004048813,XM_003822435
NM_017585,XM_004048820,XM_003822437
NM_001080483,,XM_003822439
XM_005272237,XM_004048823,XM_003822440
XM_017015018,XM_004048824,XM_003822442
NM_000787,XM_004048825,XM_003822443
NM_007101,XM_019034081,XM_008976035
XM_017015108,XM_019034110,XM_008976050
NM_001355256,,XM_024930054
XM_011519052,XM_019033792,XM_008976037
XM_024447395,XM_019033953,XM_008976039
NM_002957,XM_019033888,XM_008976040
NM_001278074,XM_019033900,XM_024930052
NM_004108,XM_004048836,XM_008970043
NM_002003,XM_019034172,XM_003816934
NM_001282611,XM_004048839,XM_014346342
NM_173520,,XM_003816936
XM_024447721,XM_019033665,XM_014346336
NM_001048265,XM_004048847,XM_003816939
XM_006717136,XM_004048846,XM_003816938
XM_011518675,XM_019033668,XM_008970048
XM_017014656,XM_019033212,
XM_011518747,XM_004048853,XM_003816944
XM_011518636,XM_019033246,XM_008970052
XM_017014712,XM_019033249,XM_003817025
XM_011518698,XM_019033007,XM_008970053
XM_011518877,XM_019034038,XM_008970062
XM_005263396,XM_004048856,XM_024930073
NM_016172,XM_004048858,XM_003816948
XM_011518221,XM_019034090,XM_003816949
XM_024447712,XM_019034143,XM_008970064
NM_014564,XM_019033211,XM_003816951
NM_181701,XM_019034181,XM_008970065
XM_011518679,XM_019020173,XM_008970066
XM_011518498,XM_019033678,XM_003816955
NM_001080849,XM_004048886,XM_008970168
NM_052813,XM_019033680,XM_014346340
XM_006717242,XM_004048878,XM_014346344
XM_005266059,XM_019033509,XM_008970072
NM_019892,XM_004048887,XM_024930015
XM_011519260,XM_019033728,XM_014346329
NM_152571,XM_004048885,XM_003846194
NM_017617,XM_019033129,XM_003817031
XM_011518766,XM_004048891,XM_008970082
NM_006412,XM_019033934,XM_003816964
XM_011518238,XM_004048893,XM_008970170
NM_001001712,,
NM_198946,XM_004048945,
XM_017014272,XM_019033202,XM_008970083
NM_203347,XM_004048895,XM_003816970
NM_032928,XM_004048896,XM_008970090
NM_001039374,XM_004048897,XM_008970094
NM_001173988,XM_004048899,XM_008970093
NM_001080482,XM_019033371,XM_008970171
NM_001287342,XM_004048903,XM_014346328
NM_206920,XM_019033370,XM_014346327
NM_003792,XM_004048906,XM_003817033
XM_011518977,XM_019033130,XM_008970095
XM_005266089,XM_019033935,XM_008970100
NM_000606,XM_019033010,XM_008970101
XM_011518561,XM_019033157,XM_024930105
NM_001351145,,XM_024930028
NM_000954,XM_019032976,XM_008970104
NM_207510,XM_019033131,XM_008970103
NM_001329678,XM_004048911,XM_024930128
NM_004669,XM_004048912,XM_003816984
NM_212533,XM_004048914,XM_014346326
XM_017014717,XM_019033522,XM_003816986
NM_004479,XM_004048913,XM_003816985
NM_015392,XM_019033523,XM_008970172
NM_203468,XM_004048917,XM_003816987
XM_011519180,XM_019033132,XM_003817035
XM_006717317,XM_019033474,XM_008970106
XM_024447403,XM_019033476,XM_014346331
XM_005266075,XM_019033492,XM_024930002
XM_005266073,XM_019033133,XM_003816995
NM_001013653,XM_004048925,XM_003816997
NM_001282477,XM_019033220,XM_003817037
NM_013366,XM_019033223,XM_008970110
NM_003731,XM_004048931,XM_003817002
NM_001128228,XM_019033228,XM_008970113
NM_053045,XM_004048933,XM_008970114
NM_001144026,XM_004048937,XM_003817000
NM_031297,XM_004048932,XM_003817003
NM_199001,XM_019033232,XM_003817008
XM_011518914,XM_004048934,XM_003817009
XM_017014290,XM_019033135,XM_024930081
NM_006088,XM_019033233,XM_008970129
XM_024447547,XM_019033229,XM_014346323
XM_006717113,XM_019033234,XM_024930082
NM_015456,XM_004048928,XM_003817004
NM_017723,XM_004048943,XM_014346325
NM_001004354,XM_004048944,XM_008970174
XM_017014861,XM_019033639,XM_008970131
NM_006647,XM_019019941,XM_003817014
XM_011518665,XM_019020434,XM_003817016
NM_001130969,XM_019033644,XM_008970142
XM_006717102,XM_019033848,XM_008970147
NM_032477,XM_019034164,XM_008970148
NM_138778,XM_004048958,XM_003817043
XM_005266052,XM_019033621,XM_003817018
XM_006717320,XM_019033622,XM_024930016
XM_011519021,XM_019033683,XM_003817020
NM_000718,XM_019033136,XM_014346322
NM_177987,XM_019034338,XM_003827752
XM_017015590,XM_019035283,XM_008953075
XM_011519428,XM_019035057,XM_008953082
NM_001355389,,XM_008953083
XM_017015987,XM_019035005,XM_024930392
NM_012341,XM_004048978,XM_003827759
NM_033261,XM_019034573,XM_008953088
NM_004508,XM_019034570,XM_003827764
NM_014023,XM_019034565,XM_008953092
NM_018702,XM_004048984,XM_003827767
XM_005252465,XM_004048993,XM_008953095
NM_001242307,,XM_003827771
NM_001300,XM_004048990,XM_008953097
XM_011519715,XM_019034604,XM_003827773
NM_001353,XM_019034615,XM_008953101
NM_003739,XM_004049000,XM_014346355
NM_001818,XM_004049007,XM_008953105
NM_053049,XM_004049008,XM_003827780
NM_024803,XM_004049009,XM_003827781
NM_001047160,XM_019035198,XM_003827784
NM_017422,XM_004049014,XM_003827785
NM_005185,XM_004049015,XM_003827786
NM_024701,XM_004049019,XM_008953357
XM_011519516,XM_019034574,XM_014346349
NM_001494,XM_004049020,XM_003827789
NM_019046,XM_019034815,XM_014346365
XM_017016843,,XM_008953115
XM_011519461,XM_019034826,XM_008953112
NM_000417,XM_004049027,XM_014346347
NM_032905,,XM_008953117
NM_001363545,XM_019034835,XM_008953118
XM_005252496,XM_019034834,XM_008953124
XM_017016466,XM_004049039,XM_008953126
XM_011519713,XM_019035407,XM_008953128
NM_002216,XM_019035440,XM_003827801
XM_006717434,XM_019034812,XM_003827802
NM_001001973,,XM_003827803
NM_031923,XM_019034371,XM_024930448
XM_005252443,XM_019035612,XM_008953130
XM_024447772,XM_019034731,XM_024930221
XM_011519762,XM_004049055,XM_014346373
NM_024693,XM_004049056,XM_003828027
XM_017016028,XM_004049057,XM_024930451
NM_080599,XM_019035379,XM_008953147
NM_018706,XM_004049058,XM_003827815
NM_018144,XM_004049059,XM_008953150
NM_014142,XM_004049065,XM_003827817
NM_006023,XM_004049064,XM_008953148
NM_153498,XM_019035266,XM_008953365
NM_031455,XM_004049069,XM_014346370
NM_021980,XM_019035096,XM_003827821
XM_011519538,XM_019035644,XM_008953156
NM_145314,XM_004049070,XM_003827824
NM_001323082,XM_019020353,XM_003806764
XM_017015943,XM_004049071,XM_003806751
XM_005252402,XM_019035588,XM_008957090
NM_003675,XM_019034373,XM_003806756
XM_006717457,XM_019034868,XM_014346375
NM_031453,XM_004049074,XM_003806757
XM_011519488,XM_004049075,XM_003806759
NM_016299,XM_004049076,XM_003806758
NM_001193424,XM_019035232,XM_003806762
NM_001033855,NM_001279748,XM_003806761
XM_024448136,XM_019035236,
XM_017016376,,XM_008956591
NM_001039844,XM_004049086,XM_003831191
NM_153244,XM_019035406,XM_008956584
XM_017015481,XM_019035405,XM_008956589
XM_017016947,XM_019035401,XM_024930447
NM_001010924,XM_019035300,XM_008956582
NM_003638,XM_004049094,XM_003831184
NM_024948,,XM_003831183
XM_017016927,XM_019035553,XM_008956578
NM_001010908,,XM_014346378
XM_005252552,XM_004049102,XM_003831179
NM_001081,XM_019034374,XM_003831178
NM_004412,XM_019035596,XM_003831177
XM_006717500,XM_019034498,XM_003831176
NM_001004470,XM_019034346,XM_024930271
NM_014241,XM_019034375,XM_008956592
NM_003473,XM_019035442,XM_003831174
NM_001098844,XM_019034378,XM_003831173
NM_002438,XM_019034379,XM_003831172
NM_001145195,XM_019034319,XM_014346380
NM_201596,XM_004049115,XM_003811434
XM_011519383,XM_019035092,XM_008963843
NM_178815,XM_004049125,XM_003811445
XM_011519453,XM_019034380,XM_024930272
XM_011519750,XM_019035258,XM_003806690
NM_006393,XM_019034381,XM_003806692
NM_001010896,XM_004049135,XM_003806694
NM_001010911,,XM_003806695
XM_017016226,XM_004049140,XM_014346381
XM_024448182,XM_019035134,
NM_022365,XM_019035497,XM_003821385
NM_001199938,XM_004049145,XM_003821386
NM_012071,XM_004049147,XM_008974838
NM_005180,XM_019035133,XM_008974841
NM_012443,XM_004049149,XM_003821388
NM_005028,XM_019035297,XM_008974845
NM_173081,XM_019034324,XM_003821393
NM_012228,XM_004049163,XM_008974921
NM_178161,XM_004049160,XM_003821457
XM_017016029,XM_004049161,XM_024930217
NM_001145373,XM_004049164,XM_008974923
XM_011519552,XM_004049166,XM_003821400
XM_011519604,XM_019035128,XM_003846074
NM_020200,XM_019035579,XM_003821401
XM_017016665,XM_004049179,XM_014346391
NM_145010,XM_019035313,XM_008974861
NM_020752,XM_004049181,XM_003821403
XM_011519500,XM_019034337,XM_014346393
NM_001134366,XM_004049182,XM_014346394
XM_006717451,XM_019035439,XM_024930232
NM_014317,XM_019034940,XM_003821409
NM_005470,XM_004049188,XM_003821412
XM_017015928,XM_019034383,XM_008974885
NM_139312,XM_019034384,XM_003821420
NM_001320757,XM_004049200,XM_003821422
XM_017016884,XM_019034708,XM_008974891
NM_001034842,XM_019034503,XM_008974897
NM_001256410,XM_004049207,XM_003821426
XM_017016106,XM_019034355,XM_003821433
XM_024448052,XM_019034304,XM_003821434
XM_017015741,XM_004049214,XM_008974899
NM_016628,XM_019034946,XM_003821437
NM_012342,XM_004049220,XM_003821439
NM_001278522,,XM_003821440
NM_032517,XM_019034505,
XM_024448138,XM_019034416,XM_008974911
NM_020848,,XM_008974914
NM_018109,XM_019035643,XM_003821448
XM_017015710,XM_019035602,XM_014346396
NM_183058,XM_004049227,XM_008974918
XM_017015863,XM_019035548,XM_008974920
NM_001174096,XM_004049236,XM_024930400
NM_018287,XM_004049237,XM_008967637
NM_004521,XM_004049238,XM_003814799
NM_025209,XM_004049240,XM_003814796
XM_011519663,XM_019035479,XM_014346398
NM_033668,XM_019034757,XM_008967630
XM_006717521,XM_004049248,XM_008967621
NM_019619,XM_019035203,XM_008967603
XM_011519745,XM_019035387,XM_014346403
XM_024447824,XM_019035365,XM_024930351
NM_145012,XM_004049271,XM_003814777
NM_153368,XM_004049274,XM_008967648
NM_031866,XM_019034413,
XM_011519757,XM_019034409,XM_024930275
NM_001190489,XM_019034542,XM_008967564
XM_017016444,XM_004049279,XM_008967560
XM_011519354,XM_019035535,XM_008967555
NM_001278177,XM_019035511,XM_008967536
NM_001305033,XM_019035428,
XM_011540402,XM_019034404,XM_014346424
NM_020975,XM_004049293,XM_024930504
NM_018590,XM_019034313,XM_014346430
NM_001282862,XM_019035613,XM_003816719
NM_173160,XM_019034756,XM_014346422
NM_004966,XM_019034754,XM_003816726
XM_024448128,XM_019034348,XM_008969829
XM_011540232,XM_019035652,XM_024930532
NM_145312,XM_019035463,XM_003816736
NM_001324165,XM_019035466,XM_024930467
NM_001178134,XM_004049319,XM_003816745
NM_001258000,,XM_014346419
NM_001123376,XM_004049328,XM_008969839
XM_017016754,XM_004049322,XM_008969841
NM_007021,XM_004049323,XM_003816749
XM_017015895,XM_004049327,XM_014346418
NM_006963,XM_004049324,XM_003816750
NM_000698,XM_019035240,XM_003816753
XM_011539492,XM_019035237,XM_014346428
XM_017016931,XM_019035526,XM_008969854
NM_001330074,,
NM_001351234,,XM_008972930
NM_001145260,XM_019034636,XM_003811809
NM_002443,XM_019034637,XM_003811813
NM_001278688,XM_019034399,XM_024930278
XM_017016387,XM_004049355,XM_003804359
XM_017016984,XM_019034857,XM_014346444
XM_024448228,XM_004049349,XM_014346446
XM_011539607,XM_019034364,XM_008961181
NM_004962,XM_004049372,XM_003809047
NM_016204,XM_004049371,XM_003809048
NM_002900,XM_004049370,XM_003809049
XM_024447789,XM_004049369,XM_008961186
XM_011540096,XM_004049365,XM_014343707
NM_001137549,,
NM_001018071,XM_004049374,XM_003809043
XM_024448079,XM_019035145,XM_024927461
XM_024448099,XM_004049380,XM_003809040
XM_011539986,XM_019035474,XM_008961176
XM_017016277,XM_004049386,XM_008961175
XM_017015825,XM_019034396,
NM_001164484,XM_004049404,
XM_017015792,XM_019035656,XM_003809034
XM_005269478,XM_019034353,
XM_011540089,XM_019034511,XM_008961169
NM_001346440,XM_019035449,XM_008961167
NM_020549,XM_004049395,XM_003809022
NM_003055,XM_004049397,XM_003809027
NM_182554,XM_004049399,
XM_011539946,XM_019035256,XM_014343699
NM_003631,XM_019034395,XM_003809051
XM_017016269,XM_019035586,
XM_011539970,XM_019034400,XM_003804919
XM_011539583,XM_019035026,XM_024930416
XM_011539729,XM_019035524,XM_003806331
NM_006258,XM_019034964,XM_003806332
NM_015235,XM_004049426,XM_003806333
NM_012242,NM_001279669,XM_003806334
XM_011539816,XM_019034352,XM_008952646
NM_001142763,XM_019035627,XM_024930505
NM_001190478,XM_019034540,XM_008974639
XM_024447784,XM_019035545,XM_003821167
XM_011539565,XM_019034311,XM_008974641
NM_018464,XM_004049436,XM_008974642
NM_003338,XM_019035324,XM_008974643
NM_003201,XM_004049438,XM_008974645
XM_011540185,XM_004049442,XM_014346451
NM_032439,XM_004049446,XM_003821177
NM_198215,XM_004049443,XM_003821174
XM_017015883,XM_019035411,XM_014346454
NM_001304732,XM_019034488,XM_014346453
NM_005436,XM_019035333,XM_003821180
XM_017016110,XM_004049449,XM_003821182
XM_005270303,XM_019035510,XM_008955812
XM_024448273,,XM_024930438
NM_178505,XM_004049455,XM_003830327
XM_006717690,XM_019034472,XM_008955801
NM_032199,XM_004049457,XM_003830323
XM_011539456,XM_019035648,XM_008955799
NM_199451,XM_019034390,XM_003830320
NM_032804,XM_004049464,XM_003830319
XM_011539427,XM_004049465,XM_003830316
NM_030759,XM_004049468,XM_003830314
NM_032776,XM_019034845,XM_003830312
NM_001001330,XM_004049474,XM_008955791
XM_017016152,XM_019035349,XM_008955790
NM_178011,XM_019035351,XM_003830309
NM_021800,XM_019034310,XM_008955785
NM_012238,XM_019035044,XM_003830305
XM_024447928,XM_019035041,XM_008955781
XM_017016833,XM_019034303,XM_024930531
NM_145178,XM_004049493,XM_024930453
XM_005270028,XM_019034802,XM_008955764
NM_012207,XM_019034790,XM_008955768
NM_017987,XM_004049496,XM_024930240
XM_006717680,XM_019035514,XM_003830296
NM_152707,XM_004049500,XM_003815908
XM_011540204,XM_019035601,XM_003846041
NM_018237,XM_019035109,XM_014346471
NM_152709,XM_004049506,XM_008968914
XM_017016626,XM_019034869,XM_003815914
NM_004728,XM_004049509,XM_003815912
NM_015634,XM_004049511,XM_003815916
XM_024448066,XM_004049512,XM_003815917
NM_004896,XM_019034389,XM_003815918
NM_003171,XM_019035500,XM_003815921
NM_025130,XM_004049515,XM_003815922
NM_001322365,XM_019034931,XM_014346469
NM_001057,XM_004049516,XM_003815925
NM_012339,XM_004049517,XM_003815927
XM_017016280,XM_004049518,XM_003815928
XM_005269606,XM_019034320,XM_014346476
XM_011539292,XM_019035560,XM_008968923
NM_032797,XM_019034698,XM_024930469
NM_173555,XM_004049529,XM_008969036
NM_020150,XM_019034696,XM_024930470
NM_021129,XM_004049564,XM_003815943
NM_022146,XM_019034496,XM_024930280
XM_017016375,XM_004049540,XM_008968948
NM_004096,XM_004049544,XM_014346468
NM_018055,XM_004049545,XM_024930336
XM_017016072,XM_019035432,XM_008968958
NM_005041,XM_019035433,XM_008968957
NM_139155,XM_019035519,XM_008968960
XM_017015845,XM_019035619,XM_024930525
XM_011540317,XM_019035229,XM_008968964
NM_001323004,XM_019035225,XM_024930495
NM_170744,XM_019035394,XM_003815956
NM_018344,XM_004049555,XM_003815958
NM_022124,XM_019034388,XM_024930295
XM_011539809,XM_019034538,XM_003815962
NM_022153,XM_004049562,XM_003815961
NM_001042465,XM_019034535,XM_008968979
XM_011540369,XM_019035473,XM_008968982
NM_014767,XM_019035103,XM_008968983
NM_001198799,XM_019035220,XM_008968990
NM_173473,XM_019035224,XM_014346470
NM_019058,XM_004049572,XM_003815972
XM_005269931,XM_004049576,XM_003815976
XM_011539119,XM_019034765,XM_003815974
XM_017016882,XM_019034387,XM_003815978
NM_152635,XM_019035593,XM_003815977
NM_032562,XM_004049582,XM_003815980
NM_001142595,XM_019034558,XM_024930282
NM_015901,,XM_008968994
NM_001135752,XM_019034555,XM_003815981
NM_173348,XM_019034547,XM_003815987
NM_015190,XM_019034551,XM_003815988
NM_016065,XM_004049584,XM_003815989
XM_017015620,XM_019034553,XM_024930386
XM_017016162,XM_019034545,XM_003815991
NM_001024593,XM_004049587,XM_003815992
NM_001142353,XM_019034976,XM_008969013
XM_024447845,XM_019034972,XM_008969026
NM_021245,XM_004049592,XM_008969034
NM_001114133,XM_004049590,XM_003815999
NM_001144000,XM_019035009,
XM_011540381,XM_019034629,XM_014346480
NM_173540,XM_019034631,XM_008965521
NM_203298,XM_004049604,XM_003812986
XM_005269648,XM_019034619,XM_014346485
XM_011540310,XM_004049605,XM_003812990
XM_017016716,XM_019034984,XM_024930370
XM_011539866,XM_004049608,XM_008965549
NM_001001791,XM_019035327,
NM_014000,XM_004049613,XM_003812996
XM_024447939,XM_004049619,XM_008965552
NM_006721,XM_004049615,XM_003813003
XM_017016003,XM_019035287,XM_014346496
XM_011539747,XM_019035286,XM_003813009
XM_005269883,XM_019035455,XM_008965561
XM_017015738,XM_019035454,XM_008965560
NM_001184783,XM_019034885,XM_014346486
NM_144589,XM_004049631,XM_003813013
NM_032772,XM_004049632,XM_003813014
NM_001305581,XM_019035426,XM_008965573
XM_017016207,XM_019035068,XM_014346490
NM_004747,XM_019035080,XM_008965578
NM_007055,XM_019034385,XM_003813019
NM_001142285,,XM_024930490
XM_006717924,XM_019034968,XM_003813021
NM_005729,XM_019034746,XM_003813022
NM_153367,XM_004049642,XM_008965596
NM_001099692,XM_004049645,XM_008965588
XM_006717953,XM_019034300,
XM_011540087,XM_019034918,XM_008965590
NM_001270367,XM_004049669,XM_003813030
NM_001012973,XM_019034357,XM_003813041
XM_005269741,XM_019034881,XM_014346489
NM_000429,XM_004049676,XM_003828229
XM_011539334,XM_019034476,XM_008953568
NM_001270042,XM_004049680,XM_008953569
XM_017016775,XM_019035251,XM_008953565
XM_024448212,XM_019035113,XM_024930380
NM_207372,XM_004049685,XM_003828218
XM_017015573,XM_004049688,XM_008953559
NM_014394,XM_004049693,XM_003828215
XM_005269811,XM_004049695,XM_003828214
XM_011540337,XM_004049696,XM_003828213
NM_001284223,XM_004049699,XM_003828212
NM_015613,XM_019034479,XM_003828210
NM_002921,XM_019034464,XM_008953557
XM_017016340,XM_004049703,XM_008953551
NM_017551,XM_019035549,XM_024930502
XM_011539548,XM_019035270,XM_008953548
XM_017016955,XM_019034830,
XM_011539185,,
XM_011540104,XM_019034833,XM_008953543
NM_024756,XM_019034423,XM_003828239
NM_003087,XM_019035122,XM_008953539
NM_006829,XM_004049717,XM_003828198
NM_133447,XM_019034424,
NM_001146157,XM_004049722,
NM_005271,XM_019034758,XM_008959355
NM_001330112,,XM_008958383
NM_001009610,XM_004049725,
NM_004897,XM_004049731,XM_003810495
NM_001015880,XM_019035393,XM_003810496
XM_017016847,XM_019035319,XM_008962846
NM_001126049,XM_004049738,XM_003846130
NM_001304717,XM_019035118,NM_001301760
NM_001031709,XM_004049740,XM_003810501
XM_011539315,XM_004049742,XM_008962849
NM_001198829,XM_019035328,XM_003810505
XM_011540073,XM_004049744,XM_003810508
XM_011540084,XM_004049745,XM_003810509
XM_011539748,XM_004049746,XM_003810510
NM_144590,XM_004049757,XM_003810512
XM_017016456,XM_019034699,XM_008962852
NM_001613,XM_004049748,XM_003810513
XM_011539764,XM_019034704,XM_008962850
NM_003956,XM_004049758,XM_003825336
XM_024448023,XM_019034559,XM_003825338
NM_001547,XM_019034560,XM_003825339
NM_001549,XM_004049763,XM_003825342
NM_001010987,XM_019034561,XM_014346511
NM_001270927,XM_004049764,XM_003825344
NM_012420,XM_019034562,XM_003825343
XM_017016239,XM_019034315,XM_008950673
NM_148977,XM_004049772,XM_003825347
NM_001284259,XM_004049778,XM_003825350
NM_019859,XM_019035246,XM_003825352
NM_001104546,XM_019035248,XM_014346574
NM_014391,XM_004049782,XM_003825354
XM_017016776,XM_019035353,XM_003825355
NM_001284274,XM_004049786,XM_008950683
NM_005398,XM_004049788,XM_003825357
XM_005270185,XM_004049789,XM_008950684
NM_152429,XM_019019988,XM_008951018
NM_003972,XM_019035330,XM_003825359
XM_024447895,XM_019035029,XM_008950688
NM_017824,XM_004049791,XM_003825360
NM_004969,XM_019035088,XM_008950689
NM_004523,XM_019034430,XM_003825362
NM_002729,XM_004049820,XM_003825674
NM_001319194,XM_019035380,XM_003825364
NM_183374,XM_004049796,XM_008951021
XM_005269693,XM_004049799,XM_024930395
NM_018131,XM_019035617,XM_003825368
NM_181745,XM_004049803,XM_003825370
NM_006744,XM_019035438,XM_008950694
NM_006204,XM_019035646,XM_003825372
NM_005097,XM_004049805,XM_003825374
NM_001134658,XM_004049807,XM_003825676
XM_017016311,XM_019035264,XM_003825376
NM_022451,XM_019034432,XM_003825379
NM_015188,XM_019035616,XM_024930489
XM_024447968,XM_004049811,XM_003825380
NM_000772,XM_019034950,
NM_000769,XM_004049816,XM_003825386
NM_000771,XM_004049827,XM_003825387
NM_207321,XM_019034489,XM_003825391
NM_020992,XM_004049835,XM_003825392
XM_011539140,XM_019034769,XM_024930252
XM_024448095,XM_019035201,XM_008950714
XM_011539627,XM_019035345,XM_008950716
XM_011540370,XM_019035060,XM_003825399
XM_024447995,XM_019035059,XM_008951024
XM_017016354,XM_004049847,XM_008950721
XM_024448269,XM_004049859,XM_014346569
XM_011539728,XM_004049850,XM_003825406
NM_004088,XM_004049860,XM_003825410
NM_033207,XM_004049861,XM_003825411
NM_012465,XM_019034435,XM_003825413
XM_011539976,XM_019034829,XM_008950731
NM_152309,XM_004049870,XM_003825415
NM_001346516,XM_019035397,XM_014346570
NM_003061,XM_019035188,XM_003825418
NM_032900,XM_004049876,XM_003825419
NM_005479,XM_019034350,
NM_012083,XM_004065423,XM_003825422
XM_024447919,XM_019034515,XM_008950736
NM_002629,XM_004049896,XM_003825429
NM_016046,XM_019034523,XM_024930311
XM_006718022,XM_019034516,XM_003825424
NM_001351356,XM_004049890,XM_008950747
NM_024954,XM_004049895,XM_008950750
NM_001291218,XM_004049882,XM_003825432
NM_138413,XM_004049904,XM_008950751
NM_001009997,XM_004049903,XM_003825437
XM_011539250,XM_019034884,XM_003825435
NM_018425,XM_004049906,XM_008951025
XM_017016494,XM_004049902,XM_003825436
NM_031484,XM_019035099,XM_003825683
XM_005269503,XM_019035100,XM_008950754
NM_003015,XM_004049914,XM_003825684
XM_017016366,XM_019035334,XM_003825442
XM_011539639,XM_019035552,XM_014346606
XM_024448232,XM_004049922,XM_008950764
XM_011540293,,XM_008950765
XM_024447971,XM_019034436,XM_014346561
NM_021828,XM_019034328,XM_003825450
NM_001345887,XM_019035540,XM_024930302
NM_002079,XM_004049928,XM_003825455
NM_145285,XM_004049930,XM_003825685
NM_031212,XM_019034839,XM_014346547
NM_001349962,XM_004049931,XM_008950775
NM_078470,XM_004049932,XM_003825459
NM_015960,XM_004049934,XM_003825458
NM_000392,XM_019035518,XM_003825460
XM_011539559,XM_019035491,XM_003825461
NM_001308,XM_019034351,XM_014346510
NM_006459,XM_019035055,XM_008950782
XM_017015611,XM_019035053,XM_003825463
NM_018294,XM_019034439,XM_008950786
NM_173809,XM_019035475,XM_003825466
NM_016112,XM_004049946,XM_003825467
NM_005063,XM_004049945,XM_003846118
NM_003393,XM_004049949,XM_024930287
NM_015490,XM_019034717,XM_008950790
NM_005004,NM_001279724,XM_008950791
XM_011539940,XM_004049950,XM_003825472
NM_003990,XM_004049980,XM_008950793
NM_001136123,XM_019034576,XM_008950804
XM_024448090,XM_019034582,XM_014346527
NM_176794,XM_019034581,XM_008950812
NM_021830,XM_004049961,XM_003825479
XM_005270222,XM_019034587,XM_008950818
XM_011540177,XM_019034583,XM_008950815
NM_030971,XM_019034588,XM_003825481
XM_024448213,XM_019035651,XM_008950819
XM_011539744,XM_004049976,XM_003825487
NM_006562,XM_004049981,
XM_006718054,XM_019035290,XM_008950822
XM_011539653,XM_019035183,XM_008950827
NM_001329742,XM_004049987,XM_003825497
XM_005270053,XM_019035194,XM_003825689
NM_033163,XM_004050000,XM_014346529
NM_006993,XM_019034668,XM_003825508
NM_012215,,XM_003825499
NM_014591,XM_004049997,XM_003825506
XM_011540151,XM_004049989,XM_003825509
NM_024747,XM_004050005,XM_003825510
NM_001113407,XM_019034590,XM_014346550
NM_015062,XM_004050007,XM_003825511
XM_005270273,XM_019034597,XM_003846116
XM_011540245,XM_004050011,XM_003825512
NM_005029,XM_004050012,XM_024930485
XM_006718047,XM_019034638,XM_008950838
XM_017016278,XM_019034649,XM_008950841
XM_017016434,XM_019034648,XM_003825520
XM_005270149,XM_019034651,XM_008950846
NM_024040,XM_019034653,XM_008950848
NM_001363580,XM_019034465,
XM_017016656,XM_004050023,XM_014346526
NM_005736,XM_004050021,XM_003825522
XM_011539858,XM_019034544,XM_008950857
NM_030912,XM_004050024,XM_008950858
XM_017016260,XM_004050025,XM_003825524
XM_024447792,XM_019035570,XM_014346579
NM_001083913,XM_004050027,XM_003825526
NM_144591,XM_019034725,XM_008950862
NM_020682,XM_019034440,XM_008950863
NM_017649,XM_004050029,XM_003825532
XM_024447901,XM_019034780,XM_008950867
NM_001143909,XM_019035337,XM_003825536
NM_032727,XM_004050035,XM_003825537
NM_001011663,XM_019034441,XM_008951029
NM_006951,XM_004050039,XM_003825538
XM_024448237,,XM_014346599
XM_011539538,XM_019035123,XM_008951030
XM_024448034,XM_019035127,XM_024930391
NM_001001412,XM_004050043,XM_003825541
NM_001129742,XM_004050044,XM_003825544
